"","code_muni2","code_muni","MUNICIPIO","Nome_UF"
"1","1100023",110002,"Ariquemes","Rondônia"
"2","1100031",110003,"Cabixi","Rondônia"
"3","1100049",110004,"Cacoal","Rondônia"
"4","1100056",110005,"Cerejeiras","Rondônia"
"5","1100064",110006,"Colorado do Oeste","Rondônia"
"6","1100072",110007,"Corumbiara","Rondônia"
"7","1100080",110008,"Costa Marques","Rondônia"
"8","1100098",110009,"Espigão D'Oeste","Rondônia"
"9","1100106",110010,"Guajará-Mirim","Rondônia"
"10","1100114",110011,"Jaru","Rondônia"
"11","1100122",110012,"Ji-Paraná","Rondônia"
"12","1100130",110013,"Machadinho D'Oeste","Rondônia"
"13","1100148",110014,"Nova Brasilândia D'Oeste","Rondônia"
"14","1100155",110015,"Ouro Preto do Oeste","Rondônia"
"15","1100189",110018,"Pimenta Bueno","Rondônia"
"16","1100205",110020,"Porto Velho","Rondônia"
"17","1100254",110025,"Presidente Médici","Rondônia"
"18","1100262",110026,"Rio Crespo","Rondônia"
"19","1100288",110028,"Rolim de Moura","Rondônia"
"20","1100296",110029,"Santa Luzia D'Oeste","Rondônia"
"21","1100304",110030,"Vilhena","Rondônia"
"22","1100320",110032,"São Miguel do Guaporé","Rondônia"
"23","1100338",110033,"Nova Mamoré","Rondônia"
"24","1100346",110034,"Alvorada D'Oeste","Rondônia"
"25","1100379",110037,"Alto Alegre dos Parecis","Rondônia"
"26","1100403",110040,"Alto Paraíso","Rondônia"
"27","1100452",110045,"Buritis","Rondônia"
"28","1100502",110050,"Novo Horizonte do Oeste","Rondônia"
"29","1100601",110060,"Cacaulândia","Rondônia"
"30","1100700",110070,"Campo Novo de Rondônia","Rondônia"
"31","1100809",110080,"Candeias do Jamari","Rondônia"
"32","1100908",110090,"Castanheiras","Rondônia"
"33","1100924",110092,"Chupinguaia","Rondônia"
"34","1100940",110094,"Cujubim","Rondônia"
"35","1101005",110100,"Governador Jorge Teixeira","Rondônia"
"36","1101104",110110,"Itapuã do Oeste","Rondônia"
"37","1101203",110120,"Ministro Andreazza","Rondônia"
"38","1101302",110130,"Mirante da Serra","Rondônia"
"39","1101401",110140,"Monte Negro","Rondônia"
"40","1101435",110143,"Nova União","Rondônia"
"41","1101450",110145,"Parecis","Rondônia"
"42","1101468",110146,"Pimenteiras do Oeste","Rondônia"
"43","1101476",110147,"Primavera de Rondônia","Rondônia"
"44","1101484",110148,"São Felipe D'Oeste","Rondônia"
"45","1101492",110149,"São Francisco do Guaporé","Rondônia"
"46","1101500",110150,"Seringueiras","Rondônia"
"47","1101559",110155,"Teixeirópolis","Rondônia"
"48","1101609",110160,"Theobroma","Rondônia"
"49","1101708",110170,"Urupá","Rondônia"
"50","1101757",110175,"Vale do Anari","Rondônia"
"51","1101807",110180,"Vale do Paraíso","Rondônia"
"52","1200013",120001,"Acrelândia","Acre"
"53","1200054",120005,"Assis Brasil","Acre"
"54","1200104",120010,"Brasiléia","Acre"
"55","1200138",120013,"Bujari","Acre"
"56","1200179",120017,"Capixaba","Acre"
"57","1200203",120020,"Cruzeiro do Sul","Acre"
"58","1200252",120025,"Epitaciolândia","Acre"
"59","1200302",120030,"Feijó","Acre"
"60","1200328",120032,"Jordão","Acre"
"61","1200336",120033,"Mâncio Lima","Acre"
"62","1200344",120034,"Manoel Urbano","Acre"
"63","1200351",120035,"Marechal Thaumaturgo","Acre"
"64","1200385",120038,"Plácido de Castro","Acre"
"65","1200393",120039,"Porto Walter","Acre"
"66","1200401",120040,"Rio Branco","Acre"
"67","1200427",120042,"Rodrigues Alves","Acre"
"68","1200435",120043,"Santa Rosa do Purus","Acre"
"69","1200450",120045,"Senador Guiomard","Acre"
"70","1200500",120050,"Sena Madureira","Acre"
"71","1200609",120060,"Tarauacá","Acre"
"72","1200708",120070,"Xapuri","Acre"
"73","1200807",120080,"Porto Acre","Acre"
"74","1300029",130002,"Alvarães","Amazonas"
"75","1300060",130006,"Amaturá","Amazonas"
"76","1300086",130008,"Anamã","Amazonas"
"77","1300102",130010,"Anori","Amazonas"
"78","1300144",130014,"Apuí","Amazonas"
"79","1300201",130020,"Atalaia do Norte","Amazonas"
"80","1300300",130030,"Autazes","Amazonas"
"81","1300409",130040,"Barcelos","Amazonas"
"82","1300508",130050,"Barreirinha","Amazonas"
"83","1300607",130060,"Benjamin Constant","Amazonas"
"84","1300631",130063,"Beruri","Amazonas"
"85","1300680",130068,"Boa Vista do Ramos","Amazonas"
"86","1300706",130070,"Boca do Acre","Amazonas"
"87","1300805",130080,"Borba","Amazonas"
"88","1300839",130083,"Caapiranga","Amazonas"
"89","1300904",130090,"Canutama","Amazonas"
"90","1301001",130100,"Carauari","Amazonas"
"91","1301100",130110,"Careiro","Amazonas"
"92","1301159",130115,"Careiro da Várzea","Amazonas"
"93","1301209",130120,"Coari","Amazonas"
"94","1301308",130130,"Codajás","Amazonas"
"95","1301407",130140,"Eirunepé","Amazonas"
"96","1301506",130150,"Envira","Amazonas"
"97","1301605",130160,"Fonte Boa","Amazonas"
"98","1301654",130165,"Guajará","Amazonas"
"99","1301704",130170,"Humaitá","Amazonas"
"100","1301803",130180,"Ipixuna","Amazonas"
"101","1301852",130185,"Iranduba","Amazonas"
"102","1301902",130190,"Itacoatiara","Amazonas"
"103","1301951",130195,"Itamarati","Amazonas"
"104","1302009",130200,"Itapiranga","Amazonas"
"105","1302108",130210,"Japurá","Amazonas"
"106","1302207",130220,"Juruá","Amazonas"
"107","1302306",130230,"Jutaí","Amazonas"
"108","1302405",130240,"Lábrea","Amazonas"
"109","1302504",130250,"Manacapuru","Amazonas"
"110","1302553",130255,"Manaquiri","Amazonas"
"111","1302603",130260,"Manaus","Amazonas"
"112","1302702",130270,"Manicoré","Amazonas"
"113","1302801",130280,"Maraã","Amazonas"
"114","1302900",130290,"Maués","Amazonas"
"115","1303007",130300,"Nhamundá","Amazonas"
"116","1303106",130310,"Nova Olinda do Norte","Amazonas"
"117","1303205",130320,"Novo Airão","Amazonas"
"118","1303304",130330,"Novo Aripuanã","Amazonas"
"119","1303403",130340,"Parintins","Amazonas"
"120","1303502",130350,"Pauini","Amazonas"
"121","1303536",130353,"Presidente Figueiredo","Amazonas"
"122","1303569",130356,"Rio Preto da Eva","Amazonas"
"123","1303601",130360,"Santa Isabel do Rio Negro","Amazonas"
"124","1303700",130370,"Santo Antônio do Içá","Amazonas"
"125","1303809",130380,"São Gabriel da Cachoeira","Amazonas"
"126","1303908",130390,"São Paulo de Olivença","Amazonas"
"127","1303957",130395,"São Sebastião do Uatumã","Amazonas"
"128","1304005",130400,"Silves","Amazonas"
"129","1304062",130406,"Tabatinga","Amazonas"
"130","1304104",130410,"Tapauá","Amazonas"
"131","1304203",130420,"Tefé","Amazonas"
"132","1304237",130423,"Tonantins","Amazonas"
"133","1304260",130426,"Uarini","Amazonas"
"134","1304302",130430,"Urucará","Amazonas"
"135","1304401",130440,"Urucurituba","Amazonas"
"136","1400027",140002,"Amajari","Roraima"
"137","1400050",140005,"Alto Alegre","Roraima"
"138","1400100",140010,"Boa Vista","Roraima"
"139","1400159",140015,"Bonfim","Roraima"
"140","1400175",140017,"Cantá","Roraima"
"141","1400209",140020,"Caracaraí","Roraima"
"142","1400233",140023,"Caroebe","Roraima"
"143","1400282",140028,"Iracema","Roraima"
"144","1400308",140030,"Mucajaí","Roraima"
"145","1400407",140040,"Normandia","Roraima"
"146","1400456",140045,"Pacaraima","Roraima"
"147","1400472",140047,"Rorainópolis","Roraima"
"148","1400506",140050,"São João da Baliza","Roraima"
"149","1400605",140060,"São Luiz","Roraima"
"150","1400704",140070,"Uiramutã","Roraima"
"151","1500107",150010,"Abaetetuba","Pará"
"152","1500131",150013,"Abel Figueiredo","Pará"
"153","1500206",150020,"Acará","Pará"
"154","1500305",150030,"Afuá","Pará"
"155","1500347",150034,"Água Azul do Norte","Pará"
"156","1500404",150040,"Alenquer","Pará"
"157","1500503",150050,"Almeirim","Pará"
"158","1500602",150060,"Altamira","Pará"
"159","1500701",150070,"Anajás","Pará"
"160","1500800",150080,"Ananindeua","Pará"
"161","1500859",150085,"Anapu","Pará"
"162","1500909",150090,"Augusto Corrêa","Pará"
"163","1500958",150095,"Aurora do Pará","Pará"
"164","1501006",150100,"Aveiro","Pará"
"165","1501105",150110,"Bagre","Pará"
"166","1501204",150120,"Baião","Pará"
"167","1501253",150125,"Bannach","Pará"
"168","1501303",150130,"Barcarena","Pará"
"169","1501402",150140,"Belém","Pará"
"170","1501451",150145,"Belterra","Pará"
"171","1501501",150150,"Benevides","Pará"
"172","1501576",150157,"Bom Jesus do Tocantins","Pará"
"173","1501600",150160,"Bonito","Pará"
"174","1501709",150170,"Bragança","Pará"
"175","1501725",150172,"Brasil Novo","Pará"
"176","1501758",150175,"Brejo Grande do Araguaia","Pará"
"177","1501782",150178,"Breu Branco","Pará"
"178","1501808",150180,"Breves","Pará"
"179","1501907",150190,"Bujaru","Pará"
"180","1501956",150195,"Cachoeira do Piriá","Pará"
"181","1502004",150200,"Cachoeira do Arari","Pará"
"182","1502103",150210,"Cametá","Pará"
"183","1502152",150215,"Canaã dos Carajás","Pará"
"184","1502202",150220,"Capanema","Pará"
"185","1502301",150230,"Capitão Poço","Pará"
"186","1502400",150240,"Castanhal","Pará"
"187","1502509",150250,"Chaves","Pará"
"188","1502608",150260,"Colares","Pará"
"189","1502707",150270,"Conceição do Araguaia","Pará"
"190","1502756",150275,"Concórdia do Pará","Pará"
"191","1502764",150276,"Cumaru do Norte","Pará"
"192","1502772",150277,"Curionópolis","Pará"
"193","1502806",150280,"Curralinho","Pará"
"194","1502855",150285,"Curuá","Pará"
"195","1502905",150290,"Curuçá","Pará"
"196","1502939",150293,"Dom Eliseu","Pará"
"197","1502954",150295,"Eldorado dos Carajás","Pará"
"198","1503002",150300,"Faro","Pará"
"199","1503044",150304,"Floresta do Araguaia","Pará"
"200","1503077",150307,"Garrafão do Norte","Pará"
"201","1503093",150309,"Goianésia do Pará","Pará"
"202","1503101",150310,"Gurupá","Pará"
"203","1503200",150320,"Igarapé-Açu","Pará"
"204","1503309",150330,"Igarapé-Miri","Pará"
"205","1503408",150340,"Inhangapi","Pará"
"206","1503457",150345,"Ipixuna do Pará","Pará"
"207","1503507",150350,"Irituia","Pará"
"208","1503606",150360,"Itaituba","Pará"
"209","1503705",150370,"Itupiranga","Pará"
"210","1503754",150375,"Jacareacanga","Pará"
"211","1503804",150380,"Jacundá","Pará"
"212","1503903",150390,"Juruti","Pará"
"213","1504000",150400,"Limoeiro do Ajuru","Pará"
"214","1504059",150405,"Mãe do Rio","Pará"
"215","1504109",150410,"Magalhães Barata","Pará"
"216","1504208",150420,"Marabá","Pará"
"217","1504307",150430,"Maracanã","Pará"
"218","1504406",150440,"Marapanim","Pará"
"219","1504422",150442,"Marituba","Pará"
"220","1504455",150445,"Medicilândia","Pará"
"221","1504505",150450,"Melgaço","Pará"
"222","1504604",150460,"Mocajuba","Pará"
"223","1504703",150470,"Moju","Pará"
"224","1504802",150480,"Monte Alegre","Pará"
"225","1504901",150490,"Muaná","Pará"
"226","1504950",150495,"Nova Esperança do Piriá","Pará"
"227","1504976",150497,"Nova Ipixuna","Pará"
"228","1505007",150500,"Nova Timboteua","Pará"
"229","1505031",150503,"Novo Progresso","Pará"
"230","1505064",150506,"Novo Repartimento","Pará"
"231","1505106",150510,"Óbidos","Pará"
"232","1505205",150520,"Oeiras do Pará","Pará"
"233","1505304",150530,"Oriximiná","Pará"
"234","1505403",150540,"Ourém","Pará"
"235","1505437",150543,"Ourilândia do Norte","Pará"
"236","1505486",150548,"Pacajá","Pará"
"237","1505494",150549,"Palestina do Pará","Pará"
"238","1505502",150550,"Paragominas","Pará"
"239","1505536",150553,"Parauapebas","Pará"
"240","1505551",150555,"Pau D'Arco","Pará"
"241","1505601",150560,"Peixe-Boi","Pará"
"242","1505635",150563,"Piçarra","Pará"
"243","1505650",150565,"Placas","Pará"
"244","1505700",150570,"Ponta de Pedras","Pará"
"245","1505809",150580,"Portel","Pará"
"246","1505908",150590,"Porto de Moz","Pará"
"247","1506005",150600,"Prainha","Pará"
"248","1506104",150610,"Primavera","Pará"
"249","1506112",150611,"Quatipuru","Pará"
"250","1506138",150613,"Redenção","Pará"
"251","1506161",150616,"Rio Maria","Pará"
"252","1506187",150618,"Rondon do Pará","Pará"
"253","1506195",150619,"Rurópolis","Pará"
"254","1506203",150620,"Salinópolis","Pará"
"255","1506302",150630,"Salvaterra","Pará"
"256","1506351",150635,"Santa Bárbara do Pará","Pará"
"257","1506401",150640,"Santa Cruz do Arari","Pará"
"258","1506500",150650,"Santa Isabel do Pará","Pará"
"259","1506559",150655,"Santa Luzia do Pará","Pará"
"260","1506583",150658,"Santa Maria das Barreiras","Pará"
"261","1506609",150660,"Santa Maria do Pará","Pará"
"262","1506708",150670,"Santana do Araguaia","Pará"
"263","1506807",150680,"Santarém","Pará"
"264","1506906",150690,"Santarém Novo","Pará"
"265","1507003",150700,"Santo Antônio do Tauá","Pará"
"266","1507102",150710,"São Caetano de Odivelas","Pará"
"267","1507151",150715,"São Domingos do Araguaia","Pará"
"268","1507201",150720,"São Domingos do Capim","Pará"
"269","1507300",150730,"São Félix do Xingu","Pará"
"270","1507409",150740,"São Francisco do Pará","Pará"
"271","1507458",150745,"São Geraldo do Araguaia","Pará"
"272","1507466",150746,"São João da Ponta","Pará"
"273","1507474",150747,"São João de Pirabas","Pará"
"274","1507508",150750,"São João do Araguaia","Pará"
"275","1507607",150760,"São Miguel do Guamá","Pará"
"276","1507706",150770,"São Sebastião da Boa Vista","Pará"
"277","1507755",150775,"Sapucaia","Pará"
"278","1507805",150780,"Senador José Porfírio","Pará"
"279","1507904",150790,"Soure","Pará"
"280","1507953",150795,"Tailândia","Pará"
"281","1507961",150796,"Terra Alta","Pará"
"282","1507979",150797,"Terra Santa","Pará"
"283","1508001",150800,"Tomé-Açu","Pará"
"284","1508035",150803,"Tracuateua","Pará"
"285","1508050",150805,"Trairão","Pará"
"286","1508084",150808,"Tucumã","Pará"
"287","1508100",150810,"Tucuruí","Pará"
"288","1508126",150812,"Ulianópolis","Pará"
"289","1508159",150815,"Uruará","Pará"
"290","1508209",150820,"Vigia","Pará"
"291","1508308",150830,"Viseu","Pará"
"292","1508357",150835,"Vitória do Xingu","Pará"
"293","1508407",150840,"Xinguara","Pará"
"294","1600055",160005,"Serra do Navio","Amapá"
"295","1600105",160010,"Amapá","Amapá"
"296","1600154",160015,"Pedra Branca do Amapari","Amapá"
"297","1600204",160020,"Calçoene","Amapá"
"298","1600212",160021,"Cutias","Amapá"
"299","1600238",160023,"Ferreira Gomes","Amapá"
"300","1600253",160025,"Itaubal","Amapá"
"301","1600279",160027,"Laranjal do Jari","Amapá"
"302","1600303",160030,"Macapá","Amapá"
"303","1600402",160040,"Mazagão","Amapá"
"304","1600501",160050,"Oiapoque","Amapá"
"305","1600535",160053,"Porto Grande","Amapá"
"306","1600550",160055,"Pracuúba","Amapá"
"307","1600600",160060,"Santana","Amapá"
"308","1600709",160070,"Tartarugalzinho","Amapá"
"309","1600808",160080,"Vitória do Jari","Amapá"
"310","1700251",170025,"Abreulândia","Tocantins"
"311","1700301",170030,"Aguiarnópolis","Tocantins"
"312","1700350",170035,"Aliança do Tocantins","Tocantins"
"313","1700400",170040,"Almas","Tocantins"
"314","1700707",170070,"Alvorada","Tocantins"
"315","1701002",170100,"Ananás","Tocantins"
"316","1701051",170105,"Angico","Tocantins"
"317","1701101",170110,"Aparecida do Rio Negro","Tocantins"
"318","1701309",170130,"Aragominas","Tocantins"
"319","1701903",170190,"Araguacema","Tocantins"
"320","1702000",170200,"Araguaçu","Tocantins"
"321","1702109",170210,"Araguaína","Tocantins"
"322","1702158",170215,"Araguanã","Tocantins"
"323","1702208",170220,"Araguatins","Tocantins"
"324","1702307",170230,"Arapoema","Tocantins"
"325","1702406",170240,"Arraias","Tocantins"
"326","1702554",170255,"Augustinópolis","Tocantins"
"327","1702703",170270,"Aurora do Tocantins","Tocantins"
"328","1702901",170290,"Axixá do Tocantins","Tocantins"
"329","1703008",170300,"Babaçulândia","Tocantins"
"330","1703057",170305,"Bandeirantes do Tocantins","Tocantins"
"331","1703073",170307,"Barra do Ouro","Tocantins"
"332","1703107",170310,"Barrolândia","Tocantins"
"333","1703206",170320,"Bernardo Sayão","Tocantins"
"334","1703305",170330,"Bom Jesus do Tocantins","Tocantins"
"335","1703602",170360,"Brasilândia do Tocantins","Tocantins"
"336","1703701",170370,"Brejinho de Nazaré","Tocantins"
"337","1703800",170380,"Buriti do Tocantins","Tocantins"
"338","1703826",170382,"Cachoeirinha","Tocantins"
"339","1703842",170384,"Campos Lindos","Tocantins"
"340","1703867",170386,"Cariri do Tocantins","Tocantins"
"341","1703883",170388,"Carmolândia","Tocantins"
"342","1703891",170389,"Carrasco Bonito","Tocantins"
"343","1703909",170390,"Caseara","Tocantins"
"344","1704105",170410,"Centenário","Tocantins"
"345","1704600",170460,"Chapada de Areia","Tocantins"
"346","1705102",170510,"Chapada da Natividade","Tocantins"
"347","1705508",170550,"Colinas do Tocantins","Tocantins"
"348","1705557",170555,"Combinado","Tocantins"
"349","1705607",170560,"Conceição do Tocantins","Tocantins"
"350","1706001",170600,"Couto Magalhães","Tocantins"
"351","1706100",170610,"Cristalândia","Tocantins"
"352","1706258",170625,"Crixás do Tocantins","Tocantins"
"353","1706506",170650,"Darcinópolis","Tocantins"
"354","1707009",170700,"Dianópolis","Tocantins"
"355","1707108",170710,"Divinópolis do Tocantins","Tocantins"
"356","1707207",170720,"Dois Irmãos do Tocantins","Tocantins"
"357","1707306",170730,"Dueré","Tocantins"
"358","1707405",170740,"Esperantina","Tocantins"
"359","1707553",170755,"Fátima","Tocantins"
"360","1707652",170765,"Figueirópolis","Tocantins"
"361","1707702",170770,"Filadélfia","Tocantins"
"362","1708205",170820,"Formoso do Araguaia","Tocantins"
"363","1708254",170825,"Fortaleza do Tabocão","Tocantins"
"364","1708304",170830,"Goianorte","Tocantins"
"365","1709005",170900,"Goiatins","Tocantins"
"366","1709302",170930,"Guaraí","Tocantins"
"367","1709500",170950,"Gurupi","Tocantins"
"368","1709807",170980,"Ipueiras","Tocantins"
"369","1710508",171050,"Itacajá","Tocantins"
"370","1710706",171070,"Itaguatins","Tocantins"
"371","1710904",171090,"Itapiratins","Tocantins"
"372","1711100",171110,"Itaporã do Tocantins","Tocantins"
"373","1711506",171150,"Jaú do Tocantins","Tocantins"
"374","1711803",171180,"Juarina","Tocantins"
"375","1711902",171190,"Lagoa da Confusão","Tocantins"
"376","1711951",171195,"Lagoa do Tocantins","Tocantins"
"377","1712009",171200,"Lajeado","Tocantins"
"378","1712157",171215,"Lavandeira","Tocantins"
"379","1712405",171240,"Lizarda","Tocantins"
"380","1712454",171245,"Luzinópolis","Tocantins"
"381","1712504",171250,"Marianópolis do Tocantins","Tocantins"
"382","1712702",171270,"Mateiros","Tocantins"
"383","1712801",171280,"Maurilândia do Tocantins","Tocantins"
"384","1713205",171320,"Miracema do Tocantins","Tocantins"
"385","1713304",171330,"Miranorte","Tocantins"
"386","1713601",171360,"Monte do Carmo","Tocantins"
"387","1713700",171370,"Monte Santo do Tocantins","Tocantins"
"388","1713809",171380,"Palmeiras do Tocantins","Tocantins"
"389","1713957",171395,"Muricilândia","Tocantins"
"390","1714203",171420,"Natividade","Tocantins"
"391","1714302",171430,"Nazaré","Tocantins"
"392","1714880",171488,"Nova Olinda","Tocantins"
"393","1715002",171500,"Nova Rosalândia","Tocantins"
"394","1715101",171510,"Novo Acordo","Tocantins"
"395","1715150",171515,"Novo Alegre","Tocantins"
"396","1715259",171525,"Novo Jardim","Tocantins"
"397","1715507",171550,"Oliveira de Fátima","Tocantins"
"398","1715705",171570,"Palmeirante","Tocantins"
"399","1715754",171575,"Palmeirópolis","Tocantins"
"400","1716109",171610,"Paraíso do Tocantins","Tocantins"
"401","1716208",171620,"Paranã","Tocantins"
"402","1716307",171630,"Pau D'Arco","Tocantins"
"403","1716505",171650,"Pedro Afonso","Tocantins"
"404","1716604",171660,"Peixe","Tocantins"
"405","1716653",171665,"Pequizeiro","Tocantins"
"406","1716703",171670,"Colméia","Tocantins"
"407","1717008",171700,"Pindorama do Tocantins","Tocantins"
"408","1717206",171720,"Piraquê","Tocantins"
"409","1717503",171750,"Pium","Tocantins"
"410","1717800",171780,"Ponte Alta do Bom Jesus","Tocantins"
"411","1717909",171790,"Ponte Alta do Tocantins","Tocantins"
"412","1718006",171800,"Porto Alegre do Tocantins","Tocantins"
"413","1718204",171820,"Porto Nacional","Tocantins"
"414","1718303",171830,"Praia Norte","Tocantins"
"415","1718402",171840,"Presidente Kennedy","Tocantins"
"416","1718451",171845,"Pugmil","Tocantins"
"417","1718501",171850,"Recursolândia","Tocantins"
"418","1718550",171855,"Riachinho","Tocantins"
"419","1718659",171865,"Rio da Conceição","Tocantins"
"420","1718709",171870,"Rio dos Bois","Tocantins"
"421","1718758",171875,"Rio Sono","Tocantins"
"422","1718808",171880,"Sampaio","Tocantins"
"423","1718840",171884,"Sandolândia","Tocantins"
"424","1718865",171886,"Santa Fé do Araguaia","Tocantins"
"425","1718881",171888,"Santa Maria do Tocantins","Tocantins"
"426","1718899",171889,"Santa Rita do Tocantins","Tocantins"
"427","1718907",171890,"Santa Rosa do Tocantins","Tocantins"
"428","1719004",171900,"Santa Tereza do Tocantins","Tocantins"
"429","1720002",172000,"Santa Terezinha do Tocantins","Tocantins"
"430","1720101",172010,"São Bento do Tocantins","Tocantins"
"431","1720150",172015,"São Félix do Tocantins","Tocantins"
"432","1720200",172020,"São Miguel do Tocantins","Tocantins"
"433","1720259",172025,"São Salvador do Tocantins","Tocantins"
"434","1720309",172030,"São Sebastião do Tocantins","Tocantins"
"435","1720499",172049,"São Valério","Tocantins"
"436","1720655",172065,"Silvanópolis","Tocantins"
"437","1720804",172080,"Sítio Novo do Tocantins","Tocantins"
"438","1720853",172085,"Sucupira","Tocantins"
"439","1720903",172090,"Taguatinga","Tocantins"
"440","1720937",172093,"Taipas do Tocantins","Tocantins"
"441","1720978",172097,"Talismã","Tocantins"
"442","1721000",172100,"Palmas","Tocantins"
"443","1721109",172110,"Tocantínia","Tocantins"
"444","1721208",172120,"Tocantinópolis","Tocantins"
"445","1721257",172125,"Tupirama","Tocantins"
"446","1721307",172130,"Tupiratins","Tocantins"
"447","1722081",172208,"Wanderlândia","Tocantins"
"448","1722107",172210,"Xambioá","Tocantins"
"449","2100055",210005,"Açailândia","Maranhão"
"450","2100105",210010,"Afonso Cunha","Maranhão"
"451","2100154",210015,"Água Doce do Maranhão","Maranhão"
"452","2100204",210020,"Alcântara","Maranhão"
"453","2100303",210030,"Aldeias Altas","Maranhão"
"454","2100402",210040,"Altamira do Maranhão","Maranhão"
"455","2100436",210043,"Alto Alegre do Maranhão","Maranhão"
"456","2100477",210047,"Alto Alegre do Pindaré","Maranhão"
"457","2100501",210050,"Alto Parnaíba","Maranhão"
"458","2100550",210055,"Amapá do Maranhão","Maranhão"
"459","2100600",210060,"Amarante do Maranhão","Maranhão"
"460","2100709",210070,"Anajatuba","Maranhão"
"461","2100808",210080,"Anapurus","Maranhão"
"462","2100832",210083,"Apicum-Açu","Maranhão"
"463","2100873",210087,"Araguanã","Maranhão"
"464","2100907",210090,"Araioses","Maranhão"
"465","2100956",210095,"Arame","Maranhão"
"466","2101004",210100,"Arari","Maranhão"
"467","2101103",210110,"Axixá","Maranhão"
"468","2101202",210120,"Bacabal","Maranhão"
"469","2101251",210125,"Bacabeira","Maranhão"
"470","2101301",210130,"Bacuri","Maranhão"
"471","2101350",210135,"Bacurituba","Maranhão"
"472","2101400",210140,"Balsas","Maranhão"
"473","2101509",210150,"Barão de Grajaú","Maranhão"
"474","2101608",210160,"Barra do Corda","Maranhão"
"475","2101707",210170,"Barreirinhas","Maranhão"
"476","2101731",210173,"Belágua","Maranhão"
"477","2101772",210177,"Bela Vista do Maranhão","Maranhão"
"478","2101806",210180,"Benedito Leite","Maranhão"
"479","2101905",210190,"Bequimão","Maranhão"
"480","2101939",210193,"Bernardo do Mearim","Maranhão"
"481","2101970",210197,"Boa Vista do Gurupi","Maranhão"
"482","2102002",210200,"Bom Jardim","Maranhão"
"483","2102036",210203,"Bom Jesus das Selvas","Maranhão"
"484","2102077",210207,"Bom Lugar","Maranhão"
"485","2102101",210210,"Brejo","Maranhão"
"486","2102150",210215,"Brejo de Areia","Maranhão"
"487","2102200",210220,"Buriti","Maranhão"
"488","2102309",210230,"Buriti Bravo","Maranhão"
"489","2102325",210232,"Buriticupu","Maranhão"
"490","2102358",210235,"Buritirana","Maranhão"
"491","2102374",210237,"Cachoeira Grande","Maranhão"
"492","2102408",210240,"Cajapió","Maranhão"
"493","2102507",210250,"Cajari","Maranhão"
"494","2102556",210255,"Campestre do Maranhão","Maranhão"
"495","2102606",210260,"Cândido Mendes","Maranhão"
"496","2102705",210270,"Cantanhede","Maranhão"
"497","2102754",210275,"Capinzal do Norte","Maranhão"
"498","2102804",210280,"Carolina","Maranhão"
"499","2102903",210290,"Carutapera","Maranhão"
"500","2103000",210300,"Caxias","Maranhão"
"501","2103109",210310,"Cedral","Maranhão"
"502","2103125",210312,"Central do Maranhão","Maranhão"
"503","2103158",210315,"Centro do Guilherme","Maranhão"
"504","2103174",210317,"Centro Novo do Maranhão","Maranhão"
"505","2103208",210320,"Chapadinha","Maranhão"
"506","2103257",210325,"Cidelândia","Maranhão"
"507","2103307",210330,"Codó","Maranhão"
"508","2103406",210340,"Coelho Neto","Maranhão"
"509","2103505",210350,"Colinas","Maranhão"
"510","2103554",210355,"Conceição do Lago-Açu","Maranhão"
"511","2103604",210360,"Coroatá","Maranhão"
"512","2103703",210370,"Cururupu","Maranhão"
"513","2103752",210375,"Davinópolis","Maranhão"
"514","2103802",210380,"Dom Pedro","Maranhão"
"515","2103901",210390,"Duque Bacelar","Maranhão"
"516","2104008",210400,"Esperantinópolis","Maranhão"
"517","2104057",210405,"Estreito","Maranhão"
"518","2104073",210407,"Feira Nova do Maranhão","Maranhão"
"519","2104081",210408,"Fernando Falcão","Maranhão"
"520","2104099",210409,"Formosa da Serra Negra","Maranhão"
"521","2104107",210410,"Fortaleza dos Nogueiras","Maranhão"
"522","2104206",210420,"Fortuna","Maranhão"
"523","2104305",210430,"Godofredo Viana","Maranhão"
"524","2104404",210440,"Gonçalves Dias","Maranhão"
"525","2104503",210450,"Governador Archer","Maranhão"
"526","2104552",210455,"Governador Edison Lobão","Maranhão"
"527","2104602",210460,"Governador Eugênio Barros","Maranhão"
"528","2104628",210462,"Governador Luiz Rocha","Maranhão"
"529","2104651",210465,"Governador Newton Bello","Maranhão"
"530","2104677",210467,"Governador Nunes Freire","Maranhão"
"531","2104701",210470,"Graça Aranha","Maranhão"
"532","2104800",210480,"Grajaú","Maranhão"
"533","2104909",210490,"Guimarães","Maranhão"
"534","2105005",210500,"Humberto de Campos","Maranhão"
"535","2105104",210510,"Icatu","Maranhão"
"536","2105153",210515,"Igarapé do Meio","Maranhão"
"537","2105203",210520,"Igarapé Grande","Maranhão"
"538","2105302",210530,"Imperatriz","Maranhão"
"539","2105351",210535,"Itaipava do Grajaú","Maranhão"
"540","2105401",210540,"Itapecuru Mirim","Maranhão"
"541","2105427",210542,"Itinga do Maranhão","Maranhão"
"542","2105450",210545,"Jatobá","Maranhão"
"543","2105476",210547,"Jenipapo dos Vieiras","Maranhão"
"544","2105500",210550,"João Lisboa","Maranhão"
"545","2105609",210560,"Joselândia","Maranhão"
"546","2105658",210565,"Junco do Maranhão","Maranhão"
"547","2105708",210570,"Lago da Pedra","Maranhão"
"548","2105807",210580,"Lago do Junco","Maranhão"
